fecha,magnitudVibracion,corriente,tiempo,operador
24/11/2025,1.75,2.56,79.20,Porfirio Diaz
24/11/2025,2.24,2.57,79.82,Porfirio Diaz
24/11/2025,2.05,2.54,79.97,Porfirio Diaz
24/11/2025,1.47,2.49,80.71,Porfirio Diaz
24/11/2025,1.49,2.48,81.45,Porfirio Diaz
24/11/2025,1.68,2.52,82.08,Porfirio Diaz
24/11/2025,2.21,2.57,82.39,Porfirio Diaz
24/11/2025,2.22,2.61,82.79,Porfirio Diaz
24/11/2025,1.58,2.65,83.02,Porfirio Diaz
24/11/2025,1.73,2.68,83.71,Porfirio Diaz
24/11/2025,1.87,2.69,84.74,Porfirio Diaz
24/11/2025,2.16,2.68,84.79,Porfirio Diaz
24/11/2025,1.88,2.65,85.45,Porfirio Diaz
24/11/2025,1.78,2.44,85.84,Porfirio Diaz
24/11/2025,1.84,2.28,86.02,Porfirio Diaz
24/11/2025,1.82,2.13,87.09,Porfirio Diaz
24/11/2025,2.14,1.8,87.40,Porfirio Diaz
24/11/2025,1.92,1.68,88.10,Porfirio Diaz
24/11/2025,1.72,1.74,88.42,Porfirio Diaz
24/11/2025,1.77,1.79,88.73,Porfirio Diaz
24/11/2025,1.55,1.95,89.44,Porfirio Diaz
24/11/2025,1.82,2.1,89.66,Porfirio Diaz
24/11/2025,1.64,2.24,90.27,Porfirio Diaz
24/11/2025,1.93,2.38,91.09,Porfirio Diaz
24/11/2025,1.68,2.49,91.39,Porfirio Diaz
24/11/2025,1.95,2.6,92.01,Porfirio Diaz
24/11/2025,1.82,2.68,92.51,Porfirio Diaz
24/11/2025,1.88,2.75,92.72,Porfirio Diaz
24/11/2025,1.6,2.8,93.75,Porfirio Diaz
24/11/2025,1.75,2.84,94.17,Porfirio Diaz
24/11/2025,1.75,2.88,94.72,Porfirio Diaz
24/11/2025,1.83,2.89,95.39,Porfirio Diaz
24/11/2025,1.82,3.18,96.01,Porfirio Diaz
24/11/2025,1.67,3.42,96.41,Porfirio Diaz
24/11/2025,1.66,3.59,96.82,Porfirio Diaz
24/11/2025,1.88,3.69,97.18,Porfirio Diaz
24/11/2025,1.88,3.65,97.54,Porfirio Diaz
24/11/2025,1.8,3.38,98.26,Porfirio Diaz
24/11/2025,1.81,3.09,98.59,Porfirio Diaz
24/11/2025,1.77,2.89,99.28,Porfirio Diaz
24/11/2025,1.75,2.75,99.69,Porfirio Diaz
24/11/2025,1.77,2.65,99.95,Porfirio Diaz
24/11/2025,1.74,2.6,100.94,Porfirio Diaz
24/11/2025,1.74,2.57,101.33,Porfirio Diaz
24/11/2025,1.75,2.55,101.74,Porfirio Diaz
24/11/2025,1.74,2.53,102.05,Porfirio Diaz
24/11/2025,1.74,2.52,103.07,Porfirio Diaz
24/11/2025,1.74,2.52,103.56,Porfirio Diaz
24/11/2025,1.74,2.52,103.78,Porfirio Diaz
24/11/2025,1.75,2.52,104.40,Porfirio Diaz
24/11/2025,1.74,2.51,104.55,Porfirio Diaz
24/11/2025,1.74,2.5,105.22,Porfirio Diaz
24/11/2025,1.75,2.08,105.83,Porfirio Diaz
24/11/2025,1.75,1.64,106.20,Porfirio Diaz
24/11/2025,1.74,1.33,107.25,Porfirio Diaz
24/11/2025,1.75,1.12,107.40,Porfirio Diaz
24/11/2025,1.74,0.98,108.12,Porfirio Diaz
24/11/2025,1.74,0.88,108.27,Porfirio Diaz
24/11/2025,1.75,0.81,108.80,Porfirio Diaz
24/11/2025,1.74,0.75,108.99,Porfirio Diaz
24/11/2025,1.75,0.71,110.23,Porfirio Diaz
24/11/2025,1.77,0.68,110.24,Porfirio Diaz
24/11/2025,1.74,0.66,110.95,Porfirio Diaz
